,precision,precision,recall,recall,f1,f1,support,support
,mean,std,mean,std,mean,std,mean,sum
class_name,,,,,,,,
forward,0.770231953193494,0.0852271025238101,0.5509268570627237,0.13470819628313382,0.6387562178410802,0.12297811103861166,189.0,945
left,0.39202259728575517,0.0706052010357764,0.5745263013367008,0.14883314484858287,0.45219161964731447,0.026225521773505966,55.6,278
right,0.36333533443218236,0.09947123435444206,0.5797465361517,0.16700070606603143,0.4328515547479513,0.0863033176071785,45.4,227
update memory,0.06074074074074074,0.06439546883155417,0.10194444444444443,0.10316929931422261,0.07592822636300897,0.07889032546666845,38.0,190
